CODE,SCORE,PUNISH,OTHER_PENALTIES,ACT,BELONG
70252,####,罚款200元,####,救援车、清障车在高速公路上执行救援、清障任务时，未开启危险报警闪光灯的,全国性法规
7037,####,罚款50元,警告,驾驶摩托车在车把上悬挂物品的,全国性法规
7034,####,罚款100元,警告,特种车辆违反规定使用警报器的,全国性法规
7038,####,罚款100元,警告,拖拉机载人的,全国性法规
7035,####,罚款100元,警告,特种车辆违反规定使用标志灯具的,全国性法规
7043,####,罚款100元,警告,学习驾驶机动车没有教练人员随车指导上道路单独驾驶的,全国性法规
70380,####,####,警告,将牲畜赶入高等级公路的,全国性法规
70431,####,罚款100元,####,驾驶全挂拖斗车牵引机动车的,全国性法规
7051,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,驾驶机动车违反交通管制的规定强行通行，不听劝阻的,全国性法规
7039,####,罚款50元,警告,拖拉机牵引多辆挂车的,全国性法规
70432,####,罚款100元,####,驾驶运载危险化学品的车辆牵引机动车的,全国性法规
7052,####,罚款200元,警告,除客运、危险物品运输车辆外，连续驾驶机动车超过4小时未停车休息或停车休息时间少于20分钟的,全国性法规
70391,####,罚款200元,####,实习期间驾驶牵引机动车的,全国性法规
7044,####,罚款20元,警告,使用教练车教学时，与教学无关人员乘坐教练车的,全国性法规
7053,####,罚款200元,警告,在高速公路上执行救援、清障任务的车辆未按规定安装示警灯，喷涂明显标志图案,全国性法规
70392,####,罚款200元,####,实习期间驾驶被牵引车的,全国性法规
7045,####,罚款20元,警告,在实习期内未粘贴或悬挂实习标志的,全国性法规
7054,####,罚款200元,警告,救援、清障车辆在高速公路上执行救援、清障任务时，未开启警灯和危险报警闪光灯的,全国性法规
7040,####,罚款100元,警告,不按照指定路线在道路上学习驾驶机动车的,全国性法规
7046,####,罚款20元,警告,驾驶机动车未按规定放置检验合格标志的,全国性法规
7055,####,罚款50元,拒绝罚款，可以扣车,非机动车未依法登记，上道路行驶的,全国性法规
7041,####,罚款100元,警告,不按照指定时间在道路上学习驾驶机动车的,全国性法规
7047,####,罚款200元,警告,驾驶安全设施不全的机动车的,全国性法规
7056,####,罚款50元,警告,非下肢残疾人驾驶残疾人机动轮椅车的,全国性法规
7042,####,罚款100元,警告,不使用教练车在道路上学习驾驶机动车的,全国性法规
7048,####,罚款200元,警告,驾驶机件不符合安全技术标准的机动车的,全国性法规
7057,####,罚款50元,警告,行人跨越道路隔离设施的,全国性法规
7049,####,罚款100元,警告,驾驶机动车违反规定倒车的,全国性法规
7061,####,罚款50元,责令其迅速离去、拒不离去的，可强行带离,行人进入高速公路的,全国性法规
7058,####,罚款50元,警告,行人倚坐道路隔离设施的,全国性法规
7050,####,罚款200元,####,在高速公路上行驶的车辆因前方发生事故、堵塞等情况必须停车时，没有依次停放在行车道内，占用应急车道行车的,全国性法规
7062,####,罚款200元,####,拖拉机驶入高速公路的,全国性法规
7059,####,罚款50元,警告,行人强行拦车的,全国性法规
7063,####,罚款50元,责令其迅速离去，拒不离去的，可扣车强行带离,非机动车进入高速公路的,全国性法规
7060,####,罚款50元,警告,在高速公路上乘车人向车外抛洒物品的,全国性法规
7071,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,伪造、变造机动车行驶证的,全国性法规
7064,####,罚款50元,责令其迅速离去，拒不离去的，可扣车强行带离,在高速公路上车辆发生故障或者事故后，乘车人不迅速转移到右侧路肩上或者应急车道内的,全国性法规
7081,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用其他车辆的机动车行驶证的,全国性法规
7072,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,伪造、变造机动车检验合格标志的,全国性法规
7065,####,罚款200元,警告,从匝道进入高速公路时，妨碍已在高速公路上的机动车正常行驶的,全国性法规
7082,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用其他车辆的机动车检验合格标志的,全国性法规
7073,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,伪造、变造机动车保险标志的,全国性法规
7066,####,罚款200元,警告,在高速公路上，机动车在路肩上行驶的,全国性法规
7083,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用其他车辆的机动车保险标志的,全国性法规
7074,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,伪造、变造机动车驾驶证的,全国性法规
7067,####,罚款200元,####,在高速公路上，机动车骑、轧车行道分界线的,全国性法规
7084,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,强迫机动车驾驶人违反道路交通安全法律、法规和机动车安全驾驶要求驾驶机动车，造成交通事故，尚不构成犯罪的,全国性法规
7075,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用伪造、变造的机动车登记证书的,全国性法规
7068,####,罚款200元,####,在高速公路上试车或者学习驾驶机动车的,全国性法规
7085,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,故意损毁交通设施，造成危害后果，尚不构成犯罪的,全国性法规
7076,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用伪造、变造的机动车行驶证的,全国性法规
7069,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,伪造、变造机动车登记证书的,全国性法规
7086,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,故意移动交通设施，造成危害后果，尚不构成犯罪的,全国性法规
7077,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用伪造、变造的机动车检验合格标志的,全国性法规
7070,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,伪造、变造机动车号牌的,全国性法规
7087,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,故意移动交通设施，造成危害后果，尚不构成犯罪的,全国性法规
7078,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用伪造、变造的机动车保险标志的,全国性法规
7088,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,非法拦截机动车辆，不听劝阻，造成交通严重阻塞或者较大财产损失的,全国性法规
7091,####,罚款200元,可以拖移车辆,服用国家管制的精神药品、麻醉药品仍继续驾驶机动车的,全国性法规
7079,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用伪造、变造的机动车驾驶证的,全国性法规
7089,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,非法扣留机动车辆，不听劝阻，造成交通严重阻塞或者较大财产损失的,全国性法规
7092,####,罚款200元,可以拖移车辆,患有妨碍安全驾驶机动车的疾病仍继续驾驶机动车的,全国性法规
7080,####,罚款500元,情节严重的，处2000元以下罚款；收缴，扣车,使用其他车辆的机动车登记证书的,全国性法规
7090,####,罚款200元,警告,其他机动车喷涂特种车特定标志图案的,全国性法规
7093,####,罚款200元,####,重型、中型载货汽车及其挂车的车身或者车厢后部未按照规定喷涂放大的牌号或者放大的牌号不清晰的,全国性法规
7108,记1分,罚款200元,####,机动车运载货物长度、宽度、高度超过规定的,全国性法规
7094,####,####,吊销驾照；五年内不得驾驶营运机动车,一年内因醉酒后驾驶机动车被处罚两次以上的,全国性法规
7208,记2分,罚款100元,####,驾驶机动车左转弯时，未靠路口中心点左侧转弯的,全国性法规
7109,记1分,罚款200元,####,机动车运载超限物品违反指定时间、路线、行驶速度的,全国性法规
7101,记1分,罚款50元,警告,机动车不按规定使用灯光的,全国性法规
7209,记2分,罚款50元,####,机动车通过路口遇停止信号停在停车线以内或者路口内的,全国性法规
7110,记1分,罚款200元,####,机动车运载超限物品未悬挂明显标志的,全国性法规
7102,记1分,罚款100元,警告,机动车违反规定会车的,全国性法规
7210,记2分,罚款100元,####,牵引故障机动车时，被牵引的机动车除驾驶人外载人的,全国性法规
7201,记2分,罚款50元,####,非营运机动车载客超过核定人数的,全国性法规
7103,记1分,罚款50元,####,摩托车后座乘坐不满十二周岁未成年人的,全国性法规
7211,记2分,罚款100元,####,牵引故障机动车时，被牵引的机动车拖带挂车的,全国性法规
7202,记2分,罚款100元,####,机动车行经人行横道，未减速行驶的,全国性法规
7104,记1分,罚款50元,####,驾驶轻便摩托车载人的,全国性法规
7212,记2分,罚款100元,####,牵引故障机动车时，被牵引的机动车宽度大于牵引的机动车的,全国性法规
7203,记2分,罚款100元,####,机动车遇行人通过人行横道未停车让行的,全国性法规
7105,记1分,罚款20元,扣车,驾驶机动车未随车携带行驶证的,全国性法规
7213,记2分,罚款100元,####,使用软连接装置牵引故障机动车时，牵引车与被牵引车之间未保持安全距离的,全国性法规
7204,记2分,罚款100元,####,机动车行经没有交通信号的道路时，遇行人横过道路未避让的,全国性法规
7107,记1分,罚款20元,扣车,驾驶机动车未随车携带驾驶证的,全国性法规
7214,记2分,罚款100元,####,牵引制动失效的被牵引车，未使用硬连接牵引装置的,全国性法规
7205,记2分,罚款100元,####,机动车通过交叉路口不按规定让行的,全国性法规
7215,记2分,罚款100元,####,使用汽车吊车牵引车辆的,全国性法规
7206,记2分,罚款50元,####,摩托车驾驶人未按规定佩戴安全头盔的,全国性法规
7218,记2分,罚款100元,####,牵引摩托车的,全国性法规
7216,记2分,罚款100元,####,使用轮式专用机械牵引车辆的,全国性法规
7207,记2分,罚款100元,####,机动车通过有交通信号灯控制路口时，不按所需行进方向驶入导向车道的,全国性法规
7219,记2分,罚款100元,####,未使用专用清障车拖曳转向或照明、信号装置失效的机动车的,全国性法规
7217,记2分,罚款100元,####,使用摩托车牵引车辆的,全国性法规
7220,记2分,罚款50元,####,机动车驾驶人行车时拨打、接听手持电话的,全国性法规
7228,记2分,罚款200元,####,实习期内驾驶执行任务的特种车辆的,全国性法规
7221,记2分,罚款50元,####,机动车驾驶人行车时观看视频节目的,全国性法规
7306,记3分,罚款50元,####,载货汽车牵引挂车的载质量超过汽车本身的载质量的,全国性法规
7229,记2分,罚款200元,####,实习期内驾驶载有危险物品的机动车的,全国性法规
7222,记2分,罚款100元,####,机动车违反禁令标志指示的,全国性法规
7307,记3分,罚款50元,####,大型载客汽车牵引挂车的,全国性法规
7230,记2分,罚款200元,####,实习期内驾驶的机动车牵引挂车的,全国性法规
7223,记2分,罚款100元,####,机动车违反禁止标线指示的,全国性法规
7308,记3分,罚款50元,####,中型载客汽车牵引挂车的,全国性法规
7231,记2分,罚款50元,####,机动车驾驶人未按规定使用安全带的,全国性法规
7224,记2分,罚款50元,####,机动车违反警告标志指示的,全国性法规
7309,记3分,罚款50元,####,低速载货汽车牵引挂车的,全国性法规
7232,记2分,罚款200元,扣车，卸载,货运机动车超过核定载质量不足30%的,全国性法规
7225,记2分,罚款50元,####,机动车违反警告标线指示的,全国性法规
7310,记3分,罚款50元,####,三轮机动车汽车牵引挂车的,全国性法规
7301,记3分,罚款50元,####,载货汽车牵引多辆挂车的,全国性法规
7226,记2分,罚款200元,####,实习期内驾驶公共汽车的,全国性法规
7311,记3分,罚款100元,####,机动车不按交通信号灯规定通行的,全国性法规
7302,记3分,罚款50元,####,半挂牵引车牵引多辆挂车的,全国性法规
7227,记2分,罚款200元,####,实习期内驾驶营运客车的,全国性法规
7312,记3分,罚款100元,####,驾驶机动车从前车右侧超车的,全国性法规
7303,记3分,罚款50元,####,挂车的灯光信号、制动、连接、安全防护等装置不符合国家标准的,全国性法规
7313,记3分,罚款100元,####,驾驶机动车在前车左转弯时超车的,全国性法规
7304,记3分,罚款50元,####,小型载客汽车牵引旅居挂车以外的且总质量700千克以上挂车的,全国性法规
7316,记3分,罚款100元,####,驾驶机动车与对面来车有会车可能时超车的,全国性法规
7314,记3分,罚款100元,####,驾驶机动车在前车掉头时超车的,全国性法规
7305,记3分,罚款50元,####,挂车载人的,全国性法规
7317,记3分,罚款100元,####,驾驶机动车超越执行紧急任务的警车、消防车、救护车、工程救险车的,全国性法规
7315,记3分,罚款100元,####,驾驶机动车在前车超车时超车的,全国性法规
7318,记3分,罚款100元,####,驾驶机动车在铁路道口、路口、窄桥、弯道、陡坡、隧道、人行横道、交通流量大的路段等地点超车的,全国性法规
7326,记3分,罚款200元,####,机动车在高速公路上发生故障或者交通事故后，未按规定设置警示标志的,全国性法规
7319,记3分,罚款100元,####,机动车发生故障或者交通事故后，妨碍交通又难以移动，未按规定设置警告标志或者使用警示灯光的,全国性法规
7603,记6分,罚款500元,扣车，转员,货运机动车违反规定载客的,全国性法规
7327,记3分,罚款200元,####,机动车在高速公路上发生故障或者交通事故后，未按规定使用警示灯光的,全国性法规
7320,记3分,罚款200元,####,机动车逆向行驶的,全国性法规
7604,记6分,罚款500元,可以并处拘留,机动车驾驶证被暂扣的人驾驶机动车的,全国性法规
7328,记3分,罚款200元,####,在高速公路上违反规定牵引故障机动车的,全国性法规
7321,记3分,罚款200元,####,机动车逆向行驶的,全国性法规
7605,记6分,罚款200元,可以拖移车辆,连续驾驶公路客运车辆超过4小时未停车休息或者停车休息时间少于20分钟的,全国性法规
7329,记3分,####,警告,驾驶机动车超过限定时速不足20%的,全国性法规
7322,记3分,罚款200元,####,驾驶机动车在高速公路上正常情况下以低于规定最低时速行驶的,全国性法规
7606,记6分,罚款200元,可以拖移车辆,连续驾驶危险物品运输车辆超过4小时未停车休息或者停车休息时间少于20分钟的,全国性法规
7330,记3分,罚款100元,####,驾驶机动车超过限定时速20%以上不足50%的,全国性法规
7323,记3分,罚款200元,####,驾驶机动车在低能见度气象条件下在高速公路上不按规定行驶的,全国性法规
7607,记6分,罚款100元,扣车,上道路行驶的机动车未悬挂机动车号牌的,全国性法规
7331,记3分,罚款200元,####,在高速公路上驾驶机动车超过限定时速20%以上不足50%的,全国性法规
7324,记3分,罚款200元,####,在高速公路上驾驶载货汽车车厢载人的,全国性法规
7608,记6分,罚款200元,####,故意遮挡、污损机动车号牌导致号牌辨认不清的,全国性法规
7337,记3分,罚款100元,####,机动车违反禁止标线指示的,全国性法规
7325,记3分,罚款200元,####,在高速公路上驾驶二轮摩托车载人的,全国性法规
7609,记6分,罚款200元,####,机动车运载危险物品时不按规定的时间、路线、速度行驶的,全国性法规
7354,记3分,罚款200元,####,在限速为50公里以下的道路，时速超过限定时速50%以上不到70%的,全国性法规
7610,记6分,罚款200元,####,机动车运载危险物品时未悬挂警示标志的,全国性法规
7601,记6分,####,暂扣,饮酒后驾驶机动车的,全国性法规
7613,记6分,罚款200元,####,机动车在高速公路上逆行的,全国性法规
7611,记6分,罚款200元,####,机动车运载危险物品时未采取必要的安全措施的,全国性法规
7602,记6分,罚款500元,扣车，卸载,公路客运车辆违反规定载货的,全国性法规
7614,记6分,罚款200元,####,机动车在高速公路上，穿越中央隔离带掉头的,全国性法规
7612,记6分,罚款200元,####,机动车在高速公路上倒车的,全国性法规
7615,记6分,罚款200元,####,机动车在高速公路匝道上停车的,全国性法规
7623,记6分,罚款1000元,并处吊销,驾驶机动车超过限定时速70%以上不足100%的,全国性法规
7616,记6分,罚款200元,####,机动车在高速公路加速车道上停车的,全国性法规
7706,记12分,罚款200元,可以并处拘留；可以拖移车辆,驾驶与驾驶证载明的准驾车型不相符合的机动车的,全国性法规
7626,记6分,罚款2000元,并处吊销,驾驶机动车超过限定时速100%以上的,全国性法规
7617,记6分,罚款200元,####,机动车在高速公路减速车道上停车的,全国性法规
7707,记12分,罚款500元,暂扣；可以拖移车辆,饮酒后驾驶营运机动车的,全国性法规
7627,记6分,罚款500元,扣车，卸载,货运机动车超过核定载质量30%以上不足100%的,全国性法规
7618,记6分,罚款200元,####,机动车非紧急情况下在高速公路应急车道内停车的,全国性法规
8001,####,罚款50元,####,非机动车违反道路交通限制通行措施规定的,全国性法规
7628,记6分,罚款500元,扣车，卸载,货运机动车超过核定载质量100%以上的,全国性法规
7619,记6分,罚款500元,收缴，扣车,使用伪造、变造的机动车号牌的,全国性法规
8002,####,罚款50元,拒交罚款扣留车辆,非机动车违反道路交通禁止通行措施规定的,全国性法规
7629,记6分,罚款200元,扣车，转员,公路客运车辆载客超过额定乘员不足20%的,全国性法规
7620,记6分,####,使用其他车辆的机动车号牌的,使用其他车辆的机动车号牌的,全国性法规
80103,####,罚款300元,####,驾驶机动车违反规定占用专用车道行驶的,全国性法规
7701,记12分,罚款500元,扣车，转员,公路客运车辆载客超过额定乘员20%以上不足50%的,全国性法规
7621,记6分,罚款200元,####,未取得机动车号牌上道路行驶的,全国性法规
80130,####,罚款200元,####,在禁止通行的时间、路段、车道内行驶的,全国性法规
7702,记12分,罚款500元,扣车，转员,公路客运车辆载客超过额定乘员50%以上不足100%的,全国性法规
7622,记6分,罚款500元,可以并处吊销,驾驶机动车超过限定时速50%以上不足70%的,全国性法规
8046D,####,罚款200元,####,驾驶机动车违反限制或者禁止通行规定上道路行驶的,全国性法规
7703,记12分,罚款1000元,扣车，转员,公路客运车辆载客超过额定乘员100%以上的,全国性法规
8363,记3分,罚款200元,####,超速50%以下,全国性法规
8054D,####,罚款500元,拒交罚款扣留车辆,未悬挂机动车号牌的,全国性法规
7704,记12分,罚款1000元,暂扣并处拘留；可以拖移车辆,醉酒后驾驶机动车的,全国性法规
8606,####,罚款200元,####,"不按信号灯行驶,或者超速",全国性法规
8209,####,罚款300元,####,驾驶机动车在划有导向车道的路口，不按所需行进方向驶入导向车道，变更车道或者不按规定方向行驶的,全国性法规
7705,记12分,罚款2000元,暂扣并处拘留；可以拖移车辆,醉酒后驾驶营运机动车的,全国性法规
8633A,记6分,罚款50元,####,驾驶机动车不按交通信号灯规定通行（闯红灯）,全国性法规
8344,记3分,罚款100元,####,客、货车违反禁令标志指示,全国性法规
8635A,记6分,罚款1000元,####,驾驶机动车在城市快速干道、高速公路非紧急情况时在应急车道行驶的(一年内有序号43至51违法行为二次以下的),全国性法规
8801,####,罚款50元,####,非机动车违反道路交通限制通行措施规定的,全国性法规
81011,记1分,罚款300元,####,驾驶机动车不按规定使用转向灯的（另：未放置保险标志的）,全国性法规
