CODE,ACT,LAW,PUNISH_BASIS,SCORE,PUNISH,OTHER_PENALTIES,ENFORCEMENT,ENFORCEMENT_BASIS,OTHER_MEASURES,OTHER_MEASURES_BASIS,BELONG
60330,醉酒后驾驶营运机动车的,《中华人民共和国道路交通安全法》第二十二条第二款,《中华人民共和国道路交通安全法》第九十一条第四款、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十二条第四款,####,罚款追究刑事责任元,吊销驾驶证、禁驾10年、终生禁驾营运机动车,扣留驾驶证、可拖移机动车、可检验血液,《中华人民共和国道路交通安全法》第一百一十条第一款，《中华人民共和国道路交通安全法实施条例》第一百零四条第三项，第一百零五条、《违法处理程序规定》第三十五条第一款第一、四项,约束至酒醒,《中华人民共和国道路交通安全法》第九十一条第四款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十二条第四款,武汉市地方法规
60340,饮酒后驾驶营运机动车的,《中华人民共和国道路交通安全法》第二十二条第二款,《中华人民共和国道路交通安全法》第九十一条第三款、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十二条第三款,####,罚款5000元,并处拘留15日、吊销驾驶证、禁驾5年,扣留驾驶证、可拖移机动车、可检验血液,《中华人民共和国道路交通安全法》第一百一十条第一款，《中华人民共和国道路交通安全法实施条例》第一百零四条第三项，第一百零五条、《违法处理程序规定》第三十五条第一款第一、四项,####,####,武汉市地方法规
60350,因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的,《中华人民共和国道路交通安全法》第二十二条第二款,《中华人民共和国道路交通安全法》第九十一条第一款、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十二条第一款,####,罚款2000元,并处拘留10日以下、吊销驾驶证,扣留驾驶证、可拖移机动车、可检验血液,《中华人民共和国道路交通安全法》第一百一十条第一款，《中华人民共和国道路交通安全法实施条例》第一百零四条第三项，第一百零五条、《违法处理程序规定》第三十五条第一款第一、四项,####,####,武汉市地方法规
60360,挂车的灯光信号、制动、连接、安全防护等装置不符合国家标准的,《中华人民共和国道路交通安全法实施条例》第五十六条第一款第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第十五项,####,罚款50元,####,####,####,####,####,武汉市地方法规
60370,挂车载人的,《中华人民共和国道路交通安全法实施条例》第五十六条第一款第二项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第十五项,####,罚款50元,####,####,####,####,####,武汉市地方法规
60390,因号牌被盗、丢失等原因未悬挂机动车号牌的，且当事人能够出具报警记录或者受案回执单等相关证明的,《中华人民共和国道路交通安全法》第十一条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第一款,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60400,因交通事故导致车辆号牌损坏、残缺或号牌老化、褪色等非人为因素影响号牌识认的,《中华人民共和国道路交通安全法》第十一条第二款，《中华人民共和国道路交通安全法实施条例》第十三条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第二款,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60410,未按规定粘帖有效临时行驶车号牌的,《中华人民共和国道路交通安全法》第十一条第二款，《中华人民共和国道路交通安全法实施条例》第十三条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第二款,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60420,使用的号牌架内侧边缘距离号牌上汉字、字母或者数字边缘不足5mm且影响号牌识认的,《中华人民共和国道路交通安全法》第十一条第二款，《中华人民共和国道路交通安全法实施条例》第十三条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第二款,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60430,机动车已安装号牌但未使用号牌专用固封装置的,《中华人民共和国道路交通安全法》第十一条第二款，《中华人民共和国道路交通安全法实施条例》第十三条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第二款,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60440,外地驾驶人因不熟悉道路，违反载货汽车禁令标志指示通行的，经交通警察当场指出后立即终止违法行为的,《中华人民共和国道路交通安全法》第三十八条,《中华人民共和国道路交通安全法》第九十条,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60450,号牌不清晰、不完整的,《中华人民共和国道路交通安全法》第十一条第二款，《中华人民共和国道路交通安全法实施条例》第十三条第一款,《中华人民共和国道路交通安全法》第九十条,####,罚款200元,####,####,####,####,####,武汉市地方法规
60460,驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》第四十五条、第四十六条,《中华人民共和国道路交通安全法》第九十条,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60470,驾驶中型以上载客汽车在高速公路、城市快速路以外的道路上超过规定时速10%以下的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》第四十五条、第四十六条,《中华人民共和国道路交通安全法》第九十条,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60480,驾驶中型以上载货汽车在高速公路、城市快速路以外的道路上超过规定时速10%以下的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》第四十五条、第四十六条,《中华人民共和国道路交通安全法》第九十条,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60490,驾驶危险物品运输车辆在高速公路、城市快速路以外的道路上超过规定时速10%以下的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》第四十五条、第四十六条,《中华人民共和国道路交通安全法》第九十条,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60500,驾驶中型以上载客载货汽车、危险物品运输车辆以外的机动车超过规定时速10%以下的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》第四十五条、第四十六条,《中华人民共和国道路交通安全法》第九十条,####,罚款####元,警告,####,####,####,####,武汉市地方法规
60510,申请人在道路上学习驾驶时，未按照规定随身携带学习驾驶证明的,《机动车驾驶证申领和使用规定》第三十九条,《机动车驾驶证申领和使用规定》第九十条,####,罚款200元,####,####,####,####,####,武汉市地方法规
60520,申请人在道路上学习驾驶时，未按照规定放置、粘贴学车专用标识的,《机动车驾驶证申领和使用规定》第三十九条,《机动车驾驶证申领和使用规定》第九十一条,####,罚款200（对教练员或随车指导人员）元,####,####,####,####,####,武汉市地方法规
60530,申请人在道路上学习驾驶时，自学用车搭载随车指导人员以外的其他人员的,《机动车驾驶证申领和使用规定》第三十九条,《机动车驾驶证申领和使用规定》第九十二条第二项,####,罚款500（对教练员或随车指导人员）元,####,####,####,####,####,武汉市地方法规
60541,申请人在道路上学习驾驶时，未取得学习驾驶证明的,《机动车驾驶证申领和使用规定》第三十八条,《中华人民共和国道路交通安全法》第九十九条第一款第一项、第二款、《机动车驾驶证申领和使用规定》第九十三条第一款第一项,####,罚款1000元,可以并处15日以下拘留,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第一项,####,####,武汉市地方法规
60550,申请人在道路上学习驾驶时，学习驾驶证明超过有效期的,《机动车驾驶证申领和使用规定》第三十八条,《中华人民共和国道路交通安全法》第九十九条第一款第一项、第二款、《机动车驾驶证申领和使用规定》第九十三条第一款第二项,####,罚款500元,可以并处15日以下拘留,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第一项,####,####,武汉市地方法规
60560,申请人在道路上学习驾驶时，由不符合规定的人员随车指导的,《机动车驾驶证申领和使用规定》第三十九条,《中华人民共和国道路交通安全法》第九十九条第一款第一项、第二款、《机动车驾驶证申领和使用规定》第九十三条第一款第四项,####,罚款500元,可以并处15日以下拘留,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第一项,####,####,武汉市地方法规
60572,将机动车交由申请人驾驶，申请人未取得学习驾驶证明的,《机动车驾驶证申领和使用规定》第三十九条,《中华人民共和国道路交通安全法》第九十九条第一款第二项、第二款、《机动车驾驶证申领和使用规定》第九十三条第一款第一项、第二款,####,罚款2000元,可以并处吊销机动车驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款,####,####,武汉市地方法规
60582,将机动车交由申请人驾驶，申请人学习驾驶证明过期的,《机动车驾驶证申领和使用规定》第三十九条,《中华人民共和国道路交通安全法》第九十九条第一款第二项、第二款、《机动车驾驶证申领和使用规定》第九十三条第一款第二项、第二款,####,罚款2000元,可以并处吊销机动车驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款,####,####,武汉市地方法规
60592,将机动车交由申请人驾驶，没有教练员或随车指导人员的,《机动车驾驶证申领和使用规定》第三十九条,《中华人民共和国道路交通安全法》第九十九条第一款第二项、第二款、《机动车驾驶证申领和使用规定》第九十三条第一款第三项、第二款,####,罚款2000元,可以并处吊销机动车驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款,####,####,武汉市地方法规
60602,将机动车交由申请人驾驶，由不符合规定的人员随车指导的,《机动车驾驶证申领和使用规定》第三十九条,《中华人民共和国道路交通安全法》第九十九条第一款第二项、第二款、《机动车驾驶证申领和使用规定》第九十三条第一款第四项、第二款,####,罚款2000元,可以并处吊销机动车驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款,####,####,武汉市地方法规
60610,驾驶三轮摩托车时驾驶人未按规定戴安全头盔的,《中华人民共和国道路交通安全法》第五十一条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施中华人民共和国道路交通安全法办法》第六十八条第一项,####,罚款50元,####,####,####,####,####,武汉市地方法规
60620,非紧急情况时在城市快速路应急车道上停车的,《中华人民共和国道路交通安全法实施条例》第八十二条第四项,《中华人民共和国道路交通安全法》第九十条,####,罚款200元,####,####,####,####,####,武汉市地方法规
60630,驾驶排放检验不合格的机动车上道路行驶的,《中华人民共和国大气污染防治法》第一百一十三条,《中华人民共和国道路交通安全法》第九十条,####,罚款200元,####,####,####,####,####,武汉市地方法规
70010,在高速公路上执行救援、清障任务的车辆未按规定安装示警灯，喷涂明显标志图案,《湖北省实施<中华人民共和国道路交通安全法>办法》第三十七条第二款,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第十一项,####,罚款200元,####,####,####,####,####,武汉市地方法规
70020,在没有交通信号的道路上，机动车未在确保安全、畅通的原则下通行的,《中华人民共和国道路交通安全法》第三十八条,《中华人民共和国道路交通安全法》第九十条,####,罚款200元,####,####,####,####,####,武汉市地方法规
70030,发生道路交通事故后需要收集证据的,《中华人民共和国道路交通安全法》第七十二条第二款、《道路交通事故处理程序规定》第三十九条第一款,####,####,罚款####元,####,扣留事故车辆及行驶证,《中华人民共和国道路交通安全法》第七十二条第二款、《道路交通事故处理程序规定》第三十九条第一款,####,####,武汉市地方法规
70031,破坏、伪造道路交通事故现场的,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十五条第一 款,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十五条,####,罚款2000元,对驾驶人并处暂扣三个月机动车驾驶证,扣留驾驶证,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十五条第二款,####,####,武汉市地方法规
70040,非机动车驾驶人拒绝接受罚款处罚的,《道路交通安全违法处理程序规定》第二十七条第一款第八项,####,####,罚款####元,####,扣留非机动车,《中华人民共和国道路交通安全法》第八十九条，《道路交通安全违法处理程序规定》第二十七条第一款第八项,####,####,武汉市地方法规
70060,机动车违反车牌尾数通行规定的,《中华人民共和国道路交通安全法》第三十八条、第三十九条,《中华人民共和国道路交通安全法》第九十条,####,罚款100元,####,####,####,####,####,武汉市地方法规
校车专用代码,####,####,####,记####分,罚款####元,####,####,####,####,####,武汉市地方法规
5706,使用伪造、变造的校车标牌的,《校车安全管理条例》第十五条,《校车安全管理条例》第四十五条第三款,记12分,罚款2000-5000元,####,收缴伪造、变造的校车标牌、扣留机动车,《校车安全管理条例》第四十五条第三款,####,####,武汉市地方法规
1714,校车载人超过核定人数20%以上的,《校车安全管理条例》第三十四条,《中华人民共和国道路交通安全法》第九十二条第一款，《校车安全管理条例》第五十条,记12分,罚款2000元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款，《校车安全管理条例》第五十条,####,####,武汉市地方法规
1715,驾驶人未取得校车驾驶资格驾驶校车的,《校车安全管理条例》第二十三条,《校车安全管理条例》第四十七条,记12分,罚款1000-3000元,情节严重的，可以并处吊销机动车驾驶证,扣留驾驶证,《校车安全管理条例》第四十七条，《中华人民共和国道路交通安全法》一百一十条第一款,####,####,武汉市地方法规
1623,校车载人超过核定人数未达20%的,《校车安全管理条例》第三十四条,《中华人民共和国道路交通安全法》第九十二条第一款，《校车安全管理条例》第五十条,记6分,罚款500元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款，《校车安全管理条例》第五十条,####,####,武汉市地方法规
1624,机动车驾驶人不按照规定避让校车的,《校车安全管理条例》第三十三条,《校车安全管理条例》第五十二条,记6分,罚款200元,####,####,####,####,####,武汉市地方法规
1245,不按照规定为校车配备安全设备的,《校车安全管理条例》第二十一条,《校车安全管理条例》第四十六条,记2分,罚款1000-3000元,责令改正,####,####,####,####,武汉市地方法规
1246,不按照规定对校车进行安全维护的,《校车安全管理条例》第二十二条,《校车安全管理条例》第四十六条,记2分,罚款1000-3000元,责令改正,####,####,####,####,武汉市地方法规
1247,驾驶校车运载学生，不按照规定放置校车标牌的,《校车安全管理条例》第三十条第一款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1248,驾驶校车运载学生，不按照规定开启校车标志灯的,《校车安全管理条例》第三十条第一款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1249,驾驶校车运载学生，不按照经审核确定线路行驶的,《校车安全管理条例》第三十条第二款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1250,校车上下学生，不按照规定在校车停靠站点停靠的,《校车安全管理条例》第三十二条第一款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1251,校车未运载学生上道路行驶，使用校车标牌的,《校车安全管理条例》第十七条第二款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1252,校车未运载学生上道路行驶，使用校车标志灯的,《校车安全管理条例》第十七条第二款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1253,校车未运载学生上道路行驶，使用停车指示标志的,《校车安全管理条例》第十七条第二款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1254,驾驶校车上道路行驶前，未对校车车况是否符合安全技术要求进行检查的,《校车安全管理条例》第四十一条第一款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1255,驾驶存在安全隐患的校车上道路行驶的,《校车安全管理条例》第四十一条第一款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1256,在校车载有学生时给车辆加油的,《校车安全管理条例》第四十八条改为第四十一条第二款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
1257,在校车发动机引擎熄灭前离开驾驶座位的,《校车安全管理条例》第四十一条第二款,《校车安全管理条例》第四十八条,记2分,罚款200元,责令改正,####,####,####,####,武汉市地方法规
6020,驾驶拼装的机动车接送学生的,《校车安全管理条例》第十四条第二款第一项,《校车安全管理条例》第四十四条,####,罚款2000-5000元,吊销驾驶证,扣留机动车、扣留驾驶证，收缴并强制报废机动车,《校车安全管理条例》第四十四条、《中华人民共和国道路交通安全法》第一百一十条第一款、第一百条、《道路交通安全违法行为处理程序规定》第二十七条第一款第六项,####,####,武汉市地方法规
6021,驾驶达到报废标准的机动车接送学生的,《校车安全管理条例》第十四条第二款第一项,《校车安全管理条例》第四十四条,####,罚款2000-5000元,吊销驾驶证,扣留机动车、扣留驾驶证，收缴并强制报废机动车,《校车安全管理条例》第四十四条、《中华人民共和国道路交通安全法》第一百一十条第一款、第一百条、《道路交通安全违法行为处理程序规定》第二十七条第一款第六项,####,####,武汉市地方法规
5050,车辆所有人使用拼装的机动车接送学生的,《校车安全管理条例》第十四条第二款第一项,《校车安全管理条例》第四十四条,####,罚款80000-100000元,没收违法所得,收缴并强制报废机动车,《校车安全管理条例》第四十四条,####,####,武汉市地方法规
5051,车辆所有人使用达到报废标准的机动车接送学生的,《校车安全管理条例》第十四条第二款第一项,《校车安全管理条例》第四十四条,####,罚款80000-100000元,没收违法所得,收缴并强制报废机动车,《校车安全管理条例》第四十四条,####,####,武汉市地方法规
5052,使用未取得校车标牌的车辆提供校车服务的,《校车安全管理条例》第十八条,《校车安全管理条例》第四十五条,####,罚款10000-20000元,没收违法所得,扣留机动车,《校车安全管理条例》第四十五条,####,####,武汉市地方法规
5053,使用未取得校车驾驶资格的人员驾驶校车的,《校车安全管理条例》第二十三条,《校车安全管理条例》第四十五条,####,罚款10000-20000元,没收违法所得,扣留机动车,《校车安全管理条例》第四十五条,####,####,武汉市地方法规
5054,伪造、变造校车标牌的,《校车安全管理条例》第十八条,《校车安全管理条例》第四十五条,####,罚款2000-5000元,####,扣留机动车、收缴非法标牌,《校车安全管理条例》第四十五条,####,####,武汉市地方法规
5055,未按照规定指派照管人员随校车全程照管乘车学生的,《校车安全管理条例》第三十八条第一款,《校车安全管理条例》第五十三条,####,罚款500元,责令改正,####,####,####,####,武汉市地方法规
武汉市地方规定代码,####,####,####,记####分,罚款####元,####,####,####,####,####,武汉市地方法规
80000,机动车违反规定停放、临时停车且驾驶人不在现场或驾驶人虽在现场拒绝立即驶离，妨碍其他车辆、行人通行的,《中华人民共和国道路交通安全法》第五十六条第一款、《中华人民共和国道路交通安全法实施条例》第六十三条,####,记####分,罚款####元,####,拖移机动车,《中华人民共和国道路交通安全法》第九十三条第二款，《道路交通安全违法行为处理程序规定》第三十三条,####,####,武汉市地方法规
80071,残疾人驾驶残疾人机动轮椅车搭乘人员的,《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第二款,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（五）项,记####分,罚款50元,####,####,####,####,####,武汉市地方法规
80072,驾驶残疾人机动轮椅车从事营运的,《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（八）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十八条,记####分,罚款1000元,####,扣留车辆,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十八条,####,####,武汉市地方法规
80073,驾驶人力三轮车从事营运的,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十八条,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十八条,记####分,罚款1000元,####,扣留车辆,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十八条,####,####,武汉市地方法规
80121,未取得本市线路经营权和城市公共客运交通营运证从事城市客运经营的,《武汉市城市公共客运交通管理条例》第八条第一款、第一十三条第一款,《武汉市城市公共客运交通管理条例》第三十五条第一款,记####分,罚款10000元,吊销,扣车，扣证；没收违法所得,《武汉市城市公共客运交通管理条例》第三十五条第一款、《中华人民共和国道路交通安全法》第一百一十条第一款,注销车辆牌证，,《武汉市城市客运出租汽车管理条例》第三十五条第二款,武汉市地方法规
80122,未取得本市线路经营权和城市公共客运交通营运证从事城市客运经营的,《武汉市城市公共客运交通管理条例》第八条第一款、第一十三条第一款,《武汉市城市公共客运交通管理条例》第三十五条第一款,记####分,罚款5000元,吊销,扣车，扣证；没收违法所得,《武汉市城市公共客运交通管理条例》第三十五条第一款、《中华人民共和国道路交通安全法》第一百一十条第一款,注销车辆牌证，,《武汉市城市客运出租汽车管理条例》第三十五条第二款,武汉市地方法规
80130,经营性停车设施的经营服务单位未在停车设施显著位置设置停车设施标志，经公安机关交通管理部门责令限期改正逾期不改正的,《武汉市机动车停车设施使用管理办法》第九条第（一）项,《武汉市机动车停车设施使用管理办法》第二十二条第（一）项,####,罚款3000—5000元,####,####,####,####,####,武汉市地方法规
80140,经营性停车设施的经营服务单位未在停车设施空间范围内按照规范施划停车泊位线、消防通道禁停区域和其他交通标线，经公安机关交通管理部门责令限期改正逾期不改正的,《武汉市机动车停车设施使用管理办法》第九条第（二）项,《武汉市机动车停车设施使用管理办法》第二十二条第（一）项,####,罚款3000—5000元,####,####,####,####,####,武汉市地方法规
80141,经营性停车设施的经营服务单位未在停车设施空间范围内合理组织车行与人行路线，经公安机关交通管理部门责令限期改正逾期不改正的,《武汉市机动车停车设施使用管理办法》第九条第（二）项,《武汉市机动车停车设施使用管理办法》第二十二条第（一）项,####,罚款3000—5000元,####,####,####,####,####,武汉市地方法规
80142,经营性停车设施的经营服务单位未在停车设施空间范围内设置出入口标志、消防通道标志标识、行驶导向标志、弯道安全照视镜、坡道防滑线、减速带等设施，经公安机关交通管理部门责令限期改正逾期不改正的,《武汉市机动车停车设施使用管理办法》第九条第（二）项,《武汉市机动车停车设施使用管理办法》第二十二条第（一）项,####,罚款3000—5000元,####,####,####,####,####,武汉市地方法规
80170,经营性停车设施的经营服务单位未对停车设施配备相应的管理人员，经公安机关交通管理部门责令限期改正逾期不改正的,《武汉市机动车停车设施使用管理办法》第九条第（四）项,《武汉市机动车停车设施使用管理办法》第二十二条第（一）项,####,罚款3000—5000元,####,####,####,####,####,武汉市地方法规
80180,经营性停车设施的经营服务单位配备的停车设施管理人员未指挥车辆有序进出和停放，未维护停车秩序，经公安机关交通管理部门责令限期改正逾期不改正的,《武汉市机动车停车设施使用管理办法》第九条第（四）项,《武汉市机动车停车设施使用管理办法》第二十二条第（一）项,####,罚款3000—5000元,####,####,####,####,####,武汉市地方法规
80160,经营性停车设施的经营服务单位未按照规范要求向停车信息管理和服务系统实时上传相关停车信息的,《武汉市机动车停车设施使用管理办法》第十四条,####,####,罚款####元,####,####,####,责令限期改正,《武汉市机动车停车设施使用管理办法》第二十二条第（二）项,武汉市地方法规
80231,单位擅自设置、撤除道路停车泊位的,《武汉市实施<中华人民共和国道路交通安全法>办法》第三十一条第（一）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第七十二条第一款第（一）项,记####分,罚款5000-10000元,####,####,####,####,####,武汉市地方法规
80232,个人擅自设置、撤除道路停车泊位的,《武汉市实施<中华人民共和国道路交通安全法>办法》第三十一条第（一）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第七十二条第一款第（一）项,记####分,罚款1000元,####,####,####,####,####,武汉市地方法规
80241,单位设置障碍影响机动车在道路停车泊位内停放的,《武汉市实施<中华人民共和国道路交通安全法>办法》第三十一条第（二）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第七十二条第一款第（二）项,记####分,罚款5000-10000元,####,####,####,####,####,武汉市地方法规
80242,个人设置障碍影响机动车在道路停车泊位内停放的,《武汉市实施<中华人民共和国道路交通安全法>办法》第三十一条第（二）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第七十二条第一款第（二）项,记####分,罚款1000元,####,####,####,####,####,武汉市地方法规
80261,单位涂改、损坏或者擅自撤除道路停车泊位设施的,《武汉市实施<中华人民共和国道路交通安全法>办法》第三十一条第（三）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第七十二条第一款第（三）项,记####分,罚款5000-10000元,####,####,####,####,####,武汉市地方法规
80262,个人涂改、损坏或者擅自撤除道路停车泊位设施的,《武汉市实施<中华人民共和国道路交通安全法>办法》第三十一条第（三）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第七十二条第一款第（三）项,记####分,罚款1000元,####,####,####,####,####,武汉市地方法规
8028,摩托车不按规定投保机动车第三者责任险的,《中华人民共和国道路交通安全法》第十七条,《中华人民共和国道路交通安全法》第九十八条第一款,记####分,罚款最低限额保费的2倍元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十八条第一款,####,####,武汉市地方法规
8029,拖拉机不按规定投保机动车第三者责任险的,《中华人民共和国道路交通安全法》第十七条,《中华人民共和国道路交通安全法》第九十八条第一款,记####分,罚款最低限额保费的2倍元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十八条第一款,####,####,武汉市地方法规
8030,除摩托车、拖拉机以外的机动车不按规定投保机动车第三者责任险的,《中华人民共和国道路交通安全法》第十七条,《中华人民共和国道路交通安全法》第九十八条第一款,记####分,罚款最低限额保费的2倍元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十八条第一款,####,####,武汉市地方法规
80351,驾驶自行车违反规定载人的,《湖北省实施<中华人民共和国道路交通安全法>办法》第三十二条、《武汉市实施<中华人民共和国道路交通安全法>办法》第六十条第（四）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十条第（四）项,记####分,罚款20元,####,####,####,####,####,武汉市地方法规
80361,改变残疾人机动车轮椅车外形结构、主要技术参数,《武汉市实施<中华人民共和国道路交通安全法>办法》第十五条第二款,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（三）项,记####分,罚款50元,责令改正,扣留车辆，没收非法装置,武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第二款,####,####,武汉市地方法规
80362,擅自改变电动自行车外形或者已登记的结构、主要技术参数,《武汉市实施<中华人民共和国道路交通安全法>办法》第十五条第二款,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（三）项,记####分,罚款50元,责令改正,扣留车辆，没收非法装置,武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第二款,####,####,武汉市地方法规
80363,在非机动车上加装、改装动力装置或者拆除、改动电动自行车限速装置等更改非机动车技术参数影响非机动车行驶安全的；,《武汉市非机动车管理办法》第八条第一款第（一）项,《武汉市非机动车管理办法》第三十二条第一款第（一）项,记####分,罚款50元,####,扣留车辆或装置，强制拆除、没收非法装置,《武汉市非机动车管理办法》第三十二条、武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第二款,####,####,武汉市地方法规
80371,残疾人机动轮椅车加装遮阳伞、顶篷、座椅等妨碍交通安全的装置,《武汉市实施<中华人民共和国道路交通安全法>办法》第十五条第二款,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（三）项,记####分,罚款50元,责令改正,扣留车辆，没收非法装置,武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第二款,####,####,武汉市地方法规
80372,电动自行车擅自加装动力装置以及遮阳伞、顶篷、座椅等其他妨碍交通安全装置,《武汉市实施<中华人民共和国道路交通安全法>办法》第十五条第二款、《武汉市非机动车管理办法》第八条第一款第（一）项、第（二）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（三）项、《武汉市非机动车管理办法》第三十二条第一款第（二）项,记####分,罚款50元,责令改正,扣留车辆或装置，强制拆除、没收非法装置,武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第二款、《武汉市非机动车管理办法》第三十二条,####,####,武汉市地方法规
80373,在非机动车上加装、改装车篷、阳伞、车厢、座位、高分贝音响等影响行驶安全的装置或者有其他影响非机动车通行安全的加装、改装行为的,《武汉市非机动车管理办法》第八条第一款第（二）项,《武汉市非机动车管理办法》第三十二条第一款第（二）项,记####分,罚款50元,####,扣留车辆或装置，强制拆除、没收非法装置,《武汉市非机动车管理办法》第三十二条、武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第二款,####,####,武汉市地方法规
80382,故意遮挡、污损残疾人机动轮椅车号牌的,《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（一）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十条第（三）项,记####分,罚款20元,####,####,####,####,####,武汉市地方法规
80383,故意遮挡、污损电动自行车号牌的,《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（一）项，《武汉市非机动车管理办法》第十八条第一款第（二）项,《武汉市实施<中华人民共和国道路交通安全法>办法》第六十条第（三）项,记####分,罚款20元,####,####,####,####,####,武汉市地方法规
